,AU01_grp_avg,AU01_grp_std,AU04_grp_avg,AU05_grp_avg,AU06_grp_avg,AU06_grp_std,AU07_grp_avg,AU07_grp_std,AU09_grp_avg,AU10_grp_std,AU11_grp_avg,AU11_grp_std,AU14_grp_avg,AU14_grp_std,AU15_grp_avg,AU15_grp_std,AU17_grp_avg,AU17_grp_std,AU20_grp_avg,AU20_grp_std,AU23_grp_avg,AU24_grp_avg,AU24_grp_std,AU25_grp_avg,AU28_grp_avg,AU43_grp_avg,anger_grp_avg,disgust_grp_avg,fear_grp_avg,frame,frustration_grp_avg,group,happiness_grp_avg,head_rotate_x_std_grp_avg,head_rotate_x_std_grp_std,head_rotate_y_std_grp_avg,head_rotate_y_std_grp_std,head_rotate_z_std_grp_avg,head_rotate_z_std_grp_std,level_0,mouth_area_std_grp_avg,mouth_area_std_grp_std,neutral_grp_avg,neutral_grp_std,sadness_grp_avg,surprise_grp_avg,user_add_mean,user_del_mean
0,2.333333333333333,2.6246692913372702,1.3333333333333333,1.6666666666666667,0.0,0.0,1.3333333333333333,1.8856180831641267,0.0,3.771236166328253,0.0,0.0,5.666666666666667,8.013876853447538,4.0,2.8284271247461903,8.666666666666666,7.84573486395988,0.0,0.0,1.6666666666666667,28.0,2.8284271247461903,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1,0.0,381,1.3333333333333333,5.366432377308812,1.4233432017743526,69.51896976284887,29.08202118969253,70.68048676510882,26.11473592271614,0,133.24642566807438,77.94479850375181,10.333333333333334,8.993825042154695,8.0,9.666666666666666,0,0
1,5.666666666666667,8.013876853447538,0.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,1.8856180831641267,0.0,0.0,5.333333333333333,7.542472332656507,6.666666666666667,7.408703590297622,9.333333333333334,10.49867716534908,0.0,0.0,0.6666666666666666,29.666666666666668,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2,2.6666666666666665,381,1.0,2.6839880352650063,0.9407693956881892,70.77554919652177,33.54668290347947,73.49401367599567,26.69173208095117,1,114.019182935985,86.24498206437531,10.0,3.559026084010437,10.0,6.333333333333333,0,0
2,1.6666666666666667,1.699673171197595,0.6666666666666666,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.9428090415820634,0.0,0.0,4.333333333333333,5.436502143433364,3.333333333333333,4.714045207910316,3.6666666666666665,2.0548046676563256,0.0,0.0,0.0,28.666666666666668,1.247219128924647,0.0,0.0,0.0,0.6666666666666666,0.0,3.6666666666666665,3,0.0,381,0.0,3.250703275786905,0.5311050096421323,77.61323446805987,24.207080916601186,64.59872703108618,9.630912895117072,2,97.60101120846112,47.58863606042033,7.666666666666667,6.548960901462833,9.333333333333334,8.666666666666666,0,0
3,3.333333333333333,4.027681991198191,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,5.9066817155564495,3.333333333333333,2.494438257849294,5.0,4.08248290463863,0.0,0.0,0.0,28.33333333333333,1.699673171197595,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,4,0.0,381,2.6666666666666665,4.2678231334816,1.6970681516635384,64.77802105341159,17.810143143511375,77.33929783453144,15.571475395877158,3,102.35336570858782,31.47524933306507,10.333333333333334,5.436502143433364,8.0,6.333333333333333,0,0
4,3.6666666666666665,2.867441755680876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714045207910317,0.0,0.0,4.0,5.656854249492381,2.333333333333333,2.6246692913372702,7.333333333333333,5.2493385826745405,0.0,0.0,0.6666666666666666,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,381,5.0,3.9305568905848687,2.869089341002544,45.3554924005036,13.182618620146798,59.30631577285833,17.53822295506172,4,67.52685957952303,28.65230960440108,7.0,5.354126134736337,12.333333333333334,3.6666666666666665,0,0
5,0.3333333333333333,0.4714045207910317,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.377042156569663,0.3333333333333333,0.4714045207910317,7.0,6.164414002968976,0.0,0.0,0.6666666666666666,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,6,0.0,381,6.333333333333333,1.9781075655471163,0.5378072739563556,66.32034725147277,25.38918063907672,49.70814445252267,19.30838017270652,5,66.94695529610692,42.76301859280649,3.0,2.449489742783178,19.33333333333333,1.0,0,0
6,1.6666666666666667,2.357022603955158,0.0,0.6666666666666666,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.9428090415820634,0.0,4.242640687119285,0.0,0.0,7.0,9.201449161228174,1.6666666666666667,2.357022603955158,4.333333333333333,3.6817870057290873,0.0,0.0,0.6666666666666666,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,7,0.6666666666666666,381,4.666666666666667,3.202419631483878,1.7052143785154412,72.93404234374563,37.25415307929558,50.687835421035714,2.3979867675913784,6,91.4789411228682,57.86395996860355,9.666666666666666,4.988876515698588,14.666666666666666,0.6666666666666666,0,0
7,5.0,3.265986323710904,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.8856180831641267,0.0,0.0,5.666666666666667,7.318166133366716,2.333333333333333,0.4714045207910317,9.333333333333334,6.79869268479038,0.0,0.0,1.0,29.33333333333333,0.4714045207910317,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,8,0.0,381,3.0,2.8169155984270464,0.676640140414331,62.39134364746216,20.36152112397419,59.41322257101307,13.26199826285016,7,86.21139218720486,67.70705987905612,8.333333333333334,6.847546194724712,15.333333333333334,2.6666666666666665,0,0
8,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,1.6666666666666667,2.357022603955158,0.0,8.013876853447538,0.0,0.0,9.0,12.727922061357855,0.6666666666666666,0.4714045207910317,6.333333333333333,5.557777333511022,0.0,0.0,2.333333333333333,28.33333333333333,2.3570226039551585,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,2.0,9,0.0,381,0.3333333333333333,2.247245292863111,0.6131287666590262,77.43147983429618,28.17996372463612,83.24412258940752,32.73511450901691,8,89.74692130204511,27.29413339319025,13.0,9.201449161228174,14.0,0.0,0,0
9,0.6666666666666666,0.9428090415820634,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,8.956685895029603,0.0,0.0,10.0,13.4412301024373,10.333333333333334,13.912424503139473,10.666666666666666,9.46337971105226,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3333333333333333,10,0.0,381,0.3333333333333333,2.2867814728363194,0.1360360583307189,55.31946242987447,23.9678195114498,52.428882400969776,13.866684075282611,9,67.39694540815286,24.94336832593516,12.333333333333334,8.993825042154695,8.666666666666666,3.333333333333333,0,0
